last_name,first_name,employer,billed_amount,payment_amount,invoice_date,last_payment_date,city,state,zip_code
Lindgren,Meagan,Globex Corporation,241.1,295.0,"Fri, 28 Jan 2011 00:00:00 +0000","Fri, 27 Aug 2010 00:00:00 +0000",Englewood,FL,34223
Stroman,Isai,Bluth Company,498.7,619.5,"Sat, 20 Aug 2011 00:00:00 +0000","Mon, 2 Aug 2010 00:00:00 +0000",Palm Harbor,FL,34684
Connelly,Camron,"Sample, inc",657.6,730.1,"Fri, 22 Jul 2011 00:00:00 +0000","Tue, 21 Sep 2010 00:00:00 +0000",Aventura,FL,33180
Blick,Douglas,Mooby Corp,979.4,125.9,"Thu, 11 Nov 2010 00:00:00 +0000","Sat, 3 Jul 2010 00:00:00 +0000",Ft Myers,FL,33901
Hickle,Guy,Globex Corporation,644.5,214.8,"Tue, 28 Feb 2012 00:00:00 +0000","Thu, 20 Oct 2011 00:00:00 +0000",West Palm Beach,FL,33401
Pfannerstill,Trystan,ZiffCorp,272.1,365.0,"Tue, 8 Nov 2011 00:00:00 +0000","Sat, 5 Feb 2011 00:00:00 +0000",Davie,FL,33331
Hegmann,Nicolette,Western Gas & Electric,480.3,393.0,"Wed, 17 Mar 2010 00:00:00 +0000","Sun, 14 Feb 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Blanda,Hailee,Mooby Corp,571.5,829.0,"Fri, 30 Jul 2010 00:00:00 +0000","Tue, 30 Mar 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Stracke,Glenna,Strickland Propane,453.3,325.0,"Sun, 19 Jun 2011 00:00:00 +0000","Fri, 21 May 2010 00:00:00 +0000",New Port Richey,FL,34655
Lindgren,Lauryn,ABC Telecom,466.9,415.4,"Tue, 14 Sep 2010 00:00:00 +0000","Mon, 26 Jul 2010 00:00:00 +0000",Palm Harbor,FL,34684
O'Reilly,Jaiden,Smith and Co.,612.0,204.9,"Mon, 29 Nov 2010 00:00:00 +0000","Fri, 22 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Crist,Robert,Fake Brothers,727.2,480.5,"Wed, 20 Jul 2011 00:00:00 +0000","Fri, 12 Mar 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Raynor,Skylar,Fake Brothers,397.7,711.5,"Fri, 30 Jul 2010 00:00:00 +0000","Mon, 17 May 2010 00:00:00 +0000",Hollywood,FL,33021
Aufderhar,Gunnar,Smith and Co.,154.7,460.6,"Fri, 5 Mar 2010 00:00:00 +0000","Wed, 13 Jan 2010 00:00:00 +0000",Pensacola,FL,32504
Hermiston,Aurelio,Globex Corporation,544.2,105.7,"Fri, 18 Nov 2011 00:00:00 +0000","Wed, 4 Aug 2010 00:00:00 +0000",Miami,FL,33173
Kautzer,Winnifred,LexCorp,803.4,475.1,"Tue, 31 May 2011 00:00:00 +0000","Sun, 9 May 2010 00:00:00 +0000",Marianna,FL,32446
Gorczany,Athena,Bluth Company,214.7,995.9,"Mon, 22 Mar 2010 00:00:00 +0000","Wed, 20 Jan 2010 00:00:00 +0000",Aventura,FL,33180
Lesch,Dion,Wayne Enterprises,634.6,938.1,"Mon, 27 Feb 2012 00:00:00 +0000","Sun, 6 Feb 2011 00:00:00 +0000",Ft Myers,FL,33901
Crooks,Derrick,Mr. Sparkle,678.0,49.2,"Thu, 7 Oct 2010 00:00:00 +0000","Fri, 8 Jan 2010 00:00:00 +0000",West Palm Beach,FL,33401
Jakubowski,Brook,Mr. Sparkle,581.4,210.0,"Sat, 30 Jan 2010 00:00:00 +0000","Mon, 4 Jan 2010 00:00:00 +0000",Marianna,FL,32446
Hodkiewicz,Arlie,Wentworth Industries,428.4,851.9,"Thu, 19 May 2011 00:00:00 +0000","Tue, 20 Apr 2010 00:00:00 +0000",Palm Harbor,FL,34684
Shields,Genesis,Globex Corporation,190.7,724.2,"Fri, 29 Oct 2010 00:00:00 +0000","Fri, 8 Jan 2010 00:00:00 +0000",Naples,FL,34110
Olson,General,Wayne Enterprises,673.9,776.4,"Thu, 10 Nov 2011 00:00:00 +0000","Mon, 10 Jan 2011 00:00:00 +0000",Pembroke Pines,FL,33024
Bergstrom,Clementine,"Sample, inc",451.6,133.3,"Fri, 10 Dec 2010 00:00:00 +0000","Mon, 10 May 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Schroeder,Cassidy,123 Warehousing,627.5,269.6,"Fri, 27 Aug 2010 00:00:00 +0000","Thu, 18 Mar 2010 00:00:00 +0000",Boca Raton,FL,33486
Tremblay,Bertram,Mooby Corp,581.8,663.0,"Thu, 10 Jun 2010 00:00:00 +0000","Fri, 16 Apr 2010 00:00:00 +0000",West Palm Beach,FL,33401
O'Reilly,Nikolas,Gringotts,450.5,771.7,"Fri, 25 Jun 2010 00:00:00 +0000","Sat, 20 Feb 2010 00:00:00 +0000",Jacksonville,FL,32204
Mitchell,Rylan,North Central Positronics,707.9,478.4,"Sun, 18 Dec 2011 00:00:00 +0000","Sat, 1 Oct 2011 00:00:00 +0000",Ponte Vedra,FL,32082
Crist,Queen,ZiffCorp,24.9,216.4,"Sat, 6 Nov 2010 00:00:00 +0000","Mon, 18 Oct 2010 00:00:00 +0000",Sanford,FL,32771
Lesch,Thora,ZiffCorp,429.1,257.5,"Tue, 28 Sep 2010 00:00:00 +0000","Sat, 23 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Murazik,Bettye,Wentworth Industries,637.0,456.4,"Thu, 22 Apr 2010 00:00:00 +0000","Sun, 14 Mar 2010 00:00:00 +0000",Marianna,FL,32446
Lynch,Lela,Praxis Corporation,381.8,401.5,"Fri, 15 Jul 2011 00:00:00 +0000","Wed, 22 Dec 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Gutmann,Chasity,Western Gas & Electric,501.7,371.3,"Mon, 11 Oct 2010 00:00:00 +0000","Sat, 19 Jun 2010 00:00:00 +0000",Tampa,FL,33606
Metz,Katlynn,Globex Corporation,494.7,98.9,"Tue, 25 Oct 2011 00:00:00 +0000","Mon, 22 Mar 2010 00:00:00 +0000",Amelia Island,FL,32034
Watsica,Ezra,Wayne Enterprises,266.7,196.8,"Tue, 16 Nov 2010 00:00:00 +0000","Fri, 29 Oct 2010 00:00:00 +0000",Orange Park,FL,32073
Hilll,Hope,Wentworth Industries,49.9,865.5,"Fri, 30 Mar 2012 00:00:00 +0000","Wed, 11 Jan 2012 00:00:00 +0000",Marianna,FL,32446
Kunze,Marta,Foo Bars,247.1,530.9,"Tue, 30 Nov 2010 00:00:00 +0000","Sun, 14 Feb 2010 00:00:00 +0000",Tallahassee,FL,32308
Robel,Evert,Mammoth Pictures,407.5,911.3,"Thu, 14 Jan 2010 00:00:00 +0000","Fri, 1 Jan 2010 00:00:00 +0000",Davie,FL,33331
Kuphal,Terence,Acme Corp,61.9,638.7,"Wed, 10 Mar 2010 00:00:00 +0000","Sat, 6 Mar 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Ratke,Claude,ABC Telecom,896.1,290.1,"Fri, 3 Sep 2010 00:00:00 +0000","Sat, 26 Jun 2010 00:00:00 +0000",Hollywood,FL,33021
Mueller,Demetrius,Western Gas & Electric,951.8,522.3,"Mon, 6 Feb 2012 00:00:00 +0000","Sun, 28 Feb 2010 00:00:00 +0000",Palm Harbor,FL,34684
Jerde,Jordyn,123 Warehousing,848.3,68.0,"Sat, 11 Feb 2012 00:00:00 +0000","Thu, 21 Jul 2011 00:00:00 +0000",Pensacola,FL,32504
Pfannerstill,Boris,Praxis Corporation,802.8,241.7,"Sat, 17 Jul 2010 00:00:00 +0000","Thu, 15 Jul 2010 00:00:00 +0000",Pembroke Pines,FL,33028
O'Kon,Cassidy,Acme Corp,349.7,166.9,"Sat, 16 Apr 2011 00:00:00 +0000","Tue, 27 Jul 2010 00:00:00 +0000",West Palm Beach,FL,33401
Boyle,Freeda,Bluth Company,930.9,34.4,"Mon, 4 Oct 2010 00:00:00 +0000","Sun, 25 Apr 2010 00:00:00 +0000",Amelia Island,FL,32034
Franecki,Gavin,Bluth Company,970.1,436.5,"Thu, 27 May 2010 00:00:00 +0000","Fri, 5 Mar 2010 00:00:00 +0000",West Palm Beach,FL,33401
Nitzsche,Jena,Foo Bars,959.4,891.2,"Mon, 3 May 2010 00:00:00 +0000","Mon, 8 Mar 2010 00:00:00 +0000",Aventura,FL,33180
Green,Eleonore,Mr. Sparkle,515.2,317.1,"Fri, 9 Apr 2010 00:00:00 +0000","Sun, 31 Jan 2010 00:00:00 +0000",Miami,FL,33173
Padberg,Makenzie,Sombra Corporation,558.3,666.9,"Tue, 17 Aug 2010 00:00:00 +0000","Sun, 24 Jan 2010 00:00:00 +0000",Marianna,FL,32446
Watsica,Abbigail,Strickland Propane,977.2,416.2,"Sat, 2 Jul 2011 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
O'Conner,Duncan,Sample Company,365.1,78.9,"Mon, 25 Apr 2011 00:00:00 +0000","Sun, 26 Sep 2010 00:00:00 +0000",Pensacola,FL,32503
Nader,Rocky,Praxis Corporation,611.2,584.7,"Fri, 12 Feb 2010 00:00:00 +0000","Mon, 11 Jan 2010 00:00:00 +0000",Englewood,FL,34223
Purdy,Nicole,Bluth Company,444.5,168.6,"Tue, 27 Sep 2011 00:00:00 +0000","Sat, 20 Mar 2010 00:00:00 +0000",Aventura,FL,33180
Konopelski,Thaddeus,Mooby Corp,168.8,948.3,"Fri, 24 Jun 2011 00:00:00 +0000","Tue, 9 Mar 2010 00:00:00 +0000",Marianna,FL,32446
Langosh,Amir,Water and Power,544.2,25.3,"Mon, 15 Mar 2010 00:00:00 +0000","Tue, 23 Feb 2010 00:00:00 +0000",Sanford,FL,32771
Kunze,Denis,123 Warehousing,438.4,324.6,"Thu, 14 Apr 2011 00:00:00 +0000","Wed, 16 Jun 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Schamberger,Rickie,Acme Corp,552.6,295.8,"Mon, 29 Nov 2010 00:00:00 +0000","Fri, 29 Oct 2010 00:00:00 +0000",Englewood,FL,34223
Barton,Breanne,ZiffCorp,952.4,826.8,"Thu, 22 Mar 2012 00:00:00 +0000","Wed, 17 Feb 2010 00:00:00 +0000",Miami,FL,33173
Metz,Kiara,ABC Telecom,640.8,826.7,"Sat, 11 Feb 2012 00:00:00 +0000","Wed, 7 Jul 2010 00:00:00 +0000",Miai,FL,33173
Reynolds,Odie,Foo Bars,496.2,747.2,"Sat, 18 Dec 2010 00:00:00 +0000","Tue, 7 Sep 2010 00:00:00 +0000",Boca Raton,FL,33486
Bahringer,Sebastian,Widget Corp,297.0,731.3,"Fri, 15 Jul 2011 00:00:00 +0000","Tue, 12 Apr 2011 00:00:00 +0000",Amelia Island,FL,32034
Rolfson,Fabian,LexCorp,914.4,869.6,"Sat, 25 Sep 2010 00:00:00 +0000","Sat, 13 Feb 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Hintz,Dock,Mammoth Pictures,235.7,396.7,"Sun, 25 Apr 2010 00:00:00 +0000","Tue, 9 Feb 2010 00:00:00 +0000",Aventura,FL,33180
Price,Felix,"Acme, inc.",449.3,940.4,"Wed, 26 May 2010 00:00:00 +0000","Fri, 21 May 2010 00:00:00 +0000",Amelia Island,FL,32034
O'Keefe,Estell,LuthorCorp,756.6,512.5,"Tue, 20 Sep 2011 00:00:00 +0000","Wed, 20 Jul 2011 00:00:00 +0000",West Palm Beach,FL,33401
Gleichner,Elissa,North Central Positronics,251.2,287.5,"Mon, 26 Sep 2011 00:00:00 +0000","Thu, 25 Feb 2010 00:00:00 +0000",Jacksonville,FL,32216
Kozey,Orland,ABC Telecom,459.4,714.5,"Thu, 3 Jun 2010 00:00:00 +0000","Sat, 6 Feb 2010 00:00:00 +0000",Ft Myers,FL,33901
Jakubowski,Alexandrine,Globex Corporation,733.7,950.1,"Sat, 27 Mar 2010 00:00:00 +0000","Sun, 28 Feb 2010 00:00:00 +0000",Palm Harbor,FL,34684
Hirthe,Britney,ABC Telecom,508.6,649.7,"Mon, 24 May 2010 00:00:00 +0000","Thu, 4 Mar 2010 00:00:00 +0000",Fort Myers,FL,33907
Greenfelder,Andrew,Smith and Co.,170.8,454.9,"Fri, 14 Oct 2011 00:00:00 +0000","Mon, 29 Aug 2011 00:00:00 +0000",Jacksonville,FL,32204
Kassulke,Emilie,Bluth Company,605.8,157.7,"Wed, 9 Nov 2011 00:00:00 +0000","Mon, 25 Oct 2010 00:00:00 +0000",Aventura,FL,33180
Osinski,Sharon,Sombra Corporation,103.2,393.7,"Mon, 5 Dec 2011 00:00:00 +0000","Tue, 19 Apr 2011 00:00:00 +0000",Sanford,FL,32771
O'Kon,Quinton,Fake Brothers,201.0,250.1,"Mon, 20 Sep 2010 00:00:00 +0000","Wed, 1 Sep 2010 00:00:00 +0000",Jacksonville,FL,32209
Franecki,Asia,Mr. Sparkle,46.6,928.1,"Fri, 6 May 2011 00:00:00 +0000","Fri, 18 Jun 2010 00:00:00 +0000",Boca Raton,FL,33486
Beatty,Orpha,Demo Company,598.4,770.8,"Mon, 19 Dec 2011 00:00:00 +0000","Fri, 24 Dec 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Reichel,Alberta,LexCorp,746.9,707.7,"Wed, 16 Nov 2011 00:00:00 +0000","Mon, 21 Mar 2011 00:00:00 +0000",Orange Park,FL,32073
Lubowitz,Chloe,Mammoth Pictures,744.7,513.3,"Mon, 31 May 2010 00:00:00 +0000","Sun, 28 Mar 2010 00:00:00 +0000",Palm Harbor,FL,34684
Durgan,Sherman,123 Warehousing,415.6,693.8,"Wed, 26 May 2010 00:00:00 +0000","Fri, 9 Apr 2010 00:00:00 +0000",Marianna,FL,32446
Parker,Isom,QWERTY Logistics,31.5,31.4,"Tue, 16 Aug 2011 00:00:00 +0000","Tue, 9 Nov 2010 00:00:00 +0000",Aventura,FL,33180
Ryan,Waylon,LexCorp,398.0,214.5,"Thu, 9 Jun 2011 00:00:00 +0000","Tue, 23 Mar 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Buckridge,Alysa,Wentworth Industries,349.0,750.6,"Fri, 12 Aug 2011 00:00:00 +0000","Sat, 18 Jun 2011 00:00:00 +0000",Miai,FL,33173
Spencer,Sherman,Globex Corporation,874.8,71.3,"Thu, 12 May 2011 00:00:00 +0000","Wed, 17 Feb 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Pouros,Donavon,Gringotts,489.0,120.2,"Thu, 28 Jan 2010 00:00:00 +0000","Wed, 20 Jan 2010 00:00:00 +0000",Fort Myers,FL,33907
Rosenbaum,Dejuan,Wayne Enterprises,345.0,214.0,"Wed, 14 Sep 2011 00:00:00 +0000","Sat, 7 Aug 2010 00:00:00 +0000",Fort Myers,FL,33907
West,Armando,Wayne Enterprises,439.9,181.1,"Sat, 4 Jun 2011 00:00:00 +0000","Tue, 16 Nov 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Hahn,Triston,Fake Brothers,110.7,344.8,"Fri, 30 Mar 2012 00:00:00 +0000","Sat, 21 Aug 2010 00:00:00 +0000",Pensacola,FL,32503
Denesik,Joaquin,Smith and Co.,952.0,243.7,"Wed, 24 Feb 2010 00:00:00 +0000","Wed, 24 Feb 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Feeney,Dovie,Bluth Company,256.0,142.5,"Sun, 28 Aug 2011 00:00:00 +0000","Mon, 22 Nov 2010 00:00:00 +0000",Jacksonville,FL,32209
Franecki,Darrion,Mammoth Pictures,135.2,279.6,"Fri, 14 Oct 2011 00:00:00 +0000","Mon, 25 Apr 2011 00:00:00 +0000",Miami,FL,33173
Gorczany,Coralie,Mr. Sparkle,887.1,902.5,"Fri, 11 Feb 2011 00:00:00 +0000","Sun, 20 Jun 2010 00:00:00 +0000",Ft Myers,FL,33901
Emard,Declan,Smith and Co.,767.3,244.3,"Wed, 30 Mar 2011 00:00:00 +0000","Wed, 8 Dec 2010 00:00:00 +0000",Pembroke Pines,FL,33028
Legros,Jeremie,123 Warehousing,890.4,82.4,"Sat, 29 May 2010 00:00:00 +0000","Wed, 3 Feb 2010 00:00:00 +0000",Melbourne,FL,32940
Weimann,Savanna,Widget Corp,445.3,990.2,"Sun, 22 May 2011 00:00:00 +0000","Thu, 23 Dec 2010 00:00:00 +0000",Jacksonville,FL,32216
Jaskolski,Vaughn,Fake Brothers,984.8,922.3,"Sun, 24 Oct 2010 00:00:00 +0000","Tue, 14 Sep 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Kohler,Yasmine,Demo Company,16.9,505.9,"Mon, 10 May 2010 00:00:00 +0000","Fri, 5 Feb 2010 00:00:00 +0000",Naples,FL,34110
Jewess,Jaiden,Mooby Corp,58.9,165.8,"Thu, 7 Apr 2011 00:00:00 +0000","Tue, 1 Feb 2011 00:00:00 +0000",Jacksonville,FL,32209
Jewess,Helmer,Gringotts,324.0,942.1,"Wed, 14 Mar 2012 00:00:00 +0000","Tue, 10 Jan 2012 00:00:00 +0000",Fort Walton Beach,FL,32548
Kerluke,Casey,Mr. Sparkle,902.7,728.2,"Tue, 6 Apr 2010 00:00:00 +0000","Mon, 1 Mar 2010 00:00:00 +0000",Amelia Island,FL,32034
Rohan,Gregg,Foo Bars,686.8,845.6,"Thu, 8 Sep 2011 00:00:00 +0000","Tue, 31 May 2011 00:00:00 +0000",Jacksonville,FL,32216
Eichmann,Furman,Water and Power,383.6,424.2,"Sat, 2 Oct 2010 00:00:00 +0000","Wed, 12 May 2010 00:00:00 +0000",Jacksonville,FL,32209
Sauer,Audra,"Sample, inc",655.7,26.5,"Fri, 20 Aug 2010 00:00:00 +0000","Wed, 18 Aug 2010 00:00:00 +0000",Pensacola,FL,32504
Ebert,Mary,Sombra Corporation,346.6,463.8,"Sun, 12 Dec 2010 00:00:00 +0000","Thu, 30 Sep 2010 00:00:00 +0000",Amelia Island,FL,32034
Abernathy,Kadin,Mr. Sparkle,478.1,964.6,"Sun, 6 Feb 2011 00:00:00 +0000","Tue, 10 Aug 2010 00:00:00 +0000",Davie,FL,33331
Wisozk,Kellen,Mooby Corp,147.7,432.4,"Sun, 7 Mar 2010 00:00:00 +0000","Wed, 6 Jan 2010 00:00:00 +0000",Ft Myers,FL,33901
Pagac,Amber,123 Warehousing,996.5,140.0,"Sat, 21 May 2011 00:00:00 +0000","Tue, 9 Mar 2010 00:00:00 +0000",Pensacola,FL,32503
Koch,Luella,North Central Positronics,593.2,58.5,"Thu, 5 Jan 2012 00:00:00 +0000","Sun, 2 Oct 2011 00:00:00 +0000",Fort Walton Beach,FL,32548
Kuvalis,Wava,LuthorCorp,150.2,237.0,"Fri, 23 Apr 2010 00:00:00 +0000","Fri, 29 Jan 2010 00:00:00 +0000",Englewood,FL,34223
Stehr,Ebony,Sombra Corporation,43.1,561.5,"Sun, 7 Mar 2010 00:00:00 +0000","Sat, 16 Jan 2010 00:00:00 +0000",Orange Park,FL,32073
Frami,Stewart,QWERTY Logistics,336.8,167.6,"Sun, 4 Apr 2010 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Fort Myers,FL,33907
Bradtke,Delaney,Wentworth Industries,886.0,560.6,"Sun, 6 Feb 2011 00:00:00 +0000","Tue, 9 Mar 2010 00:00:00 +0000",Jacksonville,FL,32204
Hodkiewicz,Helen,Globex Corporation,990.5,816.1,"Thu, 13 May 2010 00:00:00 +0000","Tue, 12 Jan 2010 00:00:00 +0000",Ponte Vedra,FL,32082
Conn,Tyrique,"Sample, inc",178.0,662.8,"Wed, 12 Jan 2011 00:00:00 +0000","Thu, 6 Jan 2011 00:00:00 +0000",Aventura,FL,33180
Fahey,Muriel,LexCorp,964.8,131.8,"Mon, 28 Jun 2010 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Pensacola,FL,32503
Weissnat,Lilla,Sombra Corporation,535.1,625.0,"Sun, 30 Jan 2011 00:00:00 +0000","Thu, 25 Nov 2010 00:00:00 +0000",Tampa,FL,33606
Kohler,Jesus,Foo Bars,957.8,172.0,"Sat, 17 Dec 2011 00:00:00 +0000","Sun, 12 Jun 2011 00:00:00 +0000",Englewood,FL,34223
Mosciski,Candice,Gringotts,927.0,582.1,"Sun, 4 Apr 2010 00:00:00 +0000","Thu, 28 Jan 2010 00:00:00 +0000",Tallahassee,FL,32308
Carter,Tara,123 Warehousing,432.3,630.2,"Wed, 20 Jul 2011 00:00:00 +0000","Mon, 15 Mar 2010 00:00:00 +0000",Jacksonville,FL,32216
Beer,Glen,Widget Corp,849.2,862.0,"Mon, 5 Sep 2011 00:00:00 +0000","Wed, 24 Nov 2010 00:00:00 +0000",Boca Raton,FL,33486
Grady,Freeda,ABC Telecom,5.7,578.1,"Wed, 1 Dec 2010 00:00:00 +0000","Wed, 3 Mar 2010 00:00:00 +0000",Jacksonville,FL,32204
Franecki,Guido,Sombra Corporation,726.5,788.6,"Fri, 15 Apr 2011 00:00:00 +0000","Mon, 12 Jul 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Kessler,Twila,Wayne Enterprises,385.2,932.8,"Sun, 22 Jan 2012 00:00:00 +0000","Wed, 11 Jan 2012 00:00:00 +0000",Fort Myers,FL,33907
Feeney,Sheridan,Wentworth Industries,821.3,917.2,"Wed, 29 Sep 2010 00:00:00 +0000","Sun, 26 Sep 2010 00:00:00 +0000",Marianna,FL,32446
Nicolas,Jay,Omni Consimer Products,538.2,33.2,"Thu, 23 Feb 2012 00:00:00 +0000","Wed, 8 Feb 2012 00:00:00 +0000",Fort Myers,FL,33907
Labadie,Everette,Sombra Corporation,903.6,342.5,"Tue, 25 Jan 2011 00:00:00 +0000","Wed, 19 Jan 2011 00:00:00 +0000",Ponte Vedra,FL,32082
Schneider,Jon,LuthorCorp,410.3,841.8,"Thu, 23 Jun 2011 00:00:00 +0000","Sun, 19 Sep 2010 00:00:00 +0000",Amelia Island,FL,32034
Greenholt,Velda,LuthorCorp,769.6,429.1,"Mon, 2 Apr 2012 00:00:00 +0000","Mon, 13 Sep 2010 00:00:00 +0000",Orange Park,FL,32073
Nienow,Meagan,123 Warehousing,972.5,373.4,"Mon, 12 Mar 2012 00:00:00 +0000","Wed, 17 Mar 2010 00:00:00 +0000",Tampa,FL,33606
Friesen,Sim,North Central Positronics,441.6,112.8,"Fri, 3 Dec 2010 00:00:00 +0000","Fri, 23 Apr 2010 00:00:00 +0000",Marianna,FL,32446
Littel,Francisca,Sombra Corporation,46.4,900.8,"Wed, 28 Dec 2011 00:00:00 +0000","Wed, 13 Jul 2011 00:00:00 +0000",Palm Harbor,FL,34684
Macejkovic,Odessa,Sombra Corporation,624.1,43.5,"Mon, 7 Nov 2011 00:00:00 +0000","Thu, 29 Jul 2010 00:00:00 +0000",Naples,FL,34110
Gutmann,Devante,Praxis Corporation,516.4,821.4,"Wed, 3 Feb 2010 00:00:00 +0000","Fri, 8 Jan 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Turner,Josh,ZiffCorp,121.6,52.0,"Thu, 14 Oct 2010 00:00:00 +0000","Sat, 14 Aug 2010 00:00:00 +0000",Fort Walton Beach,FL,32548
Von,Rozella,Water and Power,121.5,840.2,"Thu, 15 Mar 2012 00:00:00 +0000","Tue, 6 Jul 2010 00:00:00 +0000",Tallahassee,FL,32308
Kunze,Charlotte,"Sample, inc",104.2,741.4,"Mon, 15 Nov 2010 00:00:00 +0000","Sun, 9 May 2010 00:00:00 +0000",Davie,FL,33331
Jacobson,Zena,Foo Bars,438.3,439.9,"Wed, 6 Jul 2011 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Melbourne,FL,32940
Lind,Claud,Western Gas & Electric,655.7,688.1,"Thu, 29 Dec 2011 00:00:00 +0000","Wed, 7 Dec 2011 00:00:00 +0000",Orange Park,FL,32073
Powlowski,Jacinthe,Sample Company,787.5,397.6,"Tue, 18 May 2010 00:00:00 +0000","Mon, 5 Apr 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Lueilwitz,Derrick,Widget Corp,134.6,200.2,"Tue, 20 Sep 2011 00:00:00 +0000","Tue, 26 Jan 2010 00:00:00 +0000",Melbourne,FL,32940
Steuber,Ethel,ZiffCorp,445.4,283.4,"Thu, 15 Mar 2012 00:00:00 +0000","Fri, 21 May 2010 00:00:00 +0000",West Palm Beach,FL,33401
Bartell,Flossie,Mr. Sparkle,134.8,143.5,"Wed, 30 Nov 2011 00:00:00 +0000","Tue, 11 Oct 2011 00:00:00 +0000",Melbourne,FL,32940
Christiansen,Lora,"Sample, inc",838.7,463.5,"Sat, 2 Jul 2011 00:00:00 +0000","Wed, 22 Sep 2010 00:00:00 +0000",Naples,FL,34110
Nienow,Madisyn,North Central Positronics,659.2,587.6,"Mon, 2 Apr 2012 00:00:00 +0000","Wed, 29 Sep 2010 00:00:00 +0000",Marianna,FL,32446
Bayer,Katelynn,Strickland Propane,905.3,15.5,"Sat, 26 Feb 2011 00:00:00 +0000","Sun, 2 May 2010 00:00:00 +0000",Jacksonville,FL,32204
Wolf,Brett,Sombra Corporation,557.0,446.1,"Tue, 23 Aug 2011 00:00:00 +0000","Sat, 15 May 2010 00:00:00 +0000",Pembroke Pines,FL,33024
Pollich,Kim,Bluth Company,478.5,7.0,"Mon, 1 Aug 2011 00:00:00 +0000","Thu, 12 Aug 2010 00:00:00 +0000",Jacksonville,FL,32204
Considine,Santiago,123 Warehousing,157.6,619.3,"Mon, 6 Feb 2012 00:00:00 +0000","Sun, 25 Jul 2010 00:00:00 +0000",Palm Harbor,FL,34684
Cummerata,Ewell,Wentworth Industries,389.9,450.8,"Tue, 19 Jan 2010 00:00:00 +0000","Tue, 5 Jan 2010 00:00:00 +0000",Pensacola,FL,32503
Collier,Antonia,Smith and Co.,619.3,789.0,"Wed, 23 Feb 2011 00:00:00 +0000","Sun, 14 Nov 2010 00:00:00 +0000",Miami,FL,33173
Volkman,Ole,Omni Consimer Products,325.2,217.1,"Sat, 13 Aug 2011 00:00:00 +0000","Fri, 29 Apr 2011 00:00:00 +0000",Miami,FL,33173
Yost,Rene,Fake Brothers,147.6,405.1,"Mon, 26 Mar 2012 00:00:00 +0000","Sun, 21 Feb 2010 00:00:00 +0000",Tallahassee,FL,32308
Thompson,Agustina,Sombra Corporation,447.2,311.7,"Fri, 17 Jun 2011 00:00:00 +0000","Wed, 15 Sep 2010 00:00:00 +0000",Miami,FL,33173
Pouros,Selmer,Strickland Propane,116.9,998.3,"Wed, 11 May 2011 00:00:00 +0000","Wed, 20 Oct 2010 00:00:00 +0000",Sanford,FL,32771
Hickle,Brendon,Western Gas & Electric,285.8,867.1,"Tue, 27 Sep 2011 00:00:00 +0000","Mon, 13 Jun 2011 00:00:00 +0000",Naples,FL,34110
Pouros,Monica,Demo Company,38.3,159.9,"Mon, 15 Mar 2010 00:00:00 +0000","Wed, 3 Feb 2010 00:00:00 +0000",Naples,FL,34110
Bernier,Kareem,Globex Corporation,659.2,594.6,"Sat, 12 Mar 2011 00:00:00 +0000","Mon, 17 Jan 2011 00:00:00 +0000",Orange Park,FL,32073
Rosenbaum,Connie,ABC Telecom,450.5,971.2,"Wed, 17 Aug 2011 00:00:00 +0000","Wed, 19 May 2010 00:00:00 +0000",Orange Park,FL,32073
Jaskolski,Gladyce,Globex Corporation,298.0,432.1,"Mon, 9 Aug 2010 00:00:00 +0000","Thu, 13 May 2010 00:00:00 +0000",Englewood,FL,34223
Rosenbaum,Gaston,Demo Company,193.5,700.4,"Fri, 12 Mar 2010 00:00:00 +0000","Sun, 7 Mar 2010 00:00:00 +0000",Pensacola,FL,32503
Rodriguez,Edwin,Mammoth Pictures,834.1,269.6,"Sat, 31 Jul 2010 00:00:00 +0000","Fri, 15 Jan 2010 00:00:00 +0000",Davie,FL,33331
